call_record_id,source_run_id,model_display_name,benchmark_id,upstream_task_id,stage,reported_status,finish_reason,source_registry_path,source_sha256,exported_path
call_580bf55a9c2769b49198ecd2,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/477,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_580bf55a9c2769b49198ecd2.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_580bf55a9c2769b49198ecd2.response
call_59f6441c3bc1045f74b33552,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/607,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_59f6441c3bc1045f74b33552.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_59f6441c3bc1045f74b33552.response
call_5c0491514fe76262cb2fccb8,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,mbpp_plus,Mbpp/250,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_5c0491514fe76262cb2fccb8.response,01b73e8112f9af0b6d7c93ce5c08a4f86e63c31ccb985c8e897e5d9412f99a33,data/selected_raw_response_evidence/responses/call_5c0491514fe76262cb2fccb8.response
call_5d49a37557a1f226de66ce46,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/566,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_5d49a37557a1f226de66ce46.response,b581d0cc27b5d70abf2b47fb812645d401906d273af8ffc61f93adaa8f7d3f9c,data/selected_raw_response_evidence/responses/call_5d49a37557a1f226de66ce46.response
call_5dcedae241393f7123eabb45,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/341,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_5dcedae241393f7123eabb45.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_5dcedae241393f7123eabb45.response
call_5e5eece85aed9103cf3f5194,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/502,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_5e5eece85aed9103cf3f5194.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_5e5eece85aed9103cf3f5194.response
call_5eb10b69e9ce5efae55f3c8b,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/520,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_5eb10b69e9ce5efae55f3c8b.response,fefb3d484ccda5e0ac338a96449d508ecd33fa9a6884298857992d11bce7c38e,data/selected_raw_response_evidence/responses/call_5eb10b69e9ce5efae55f3c8b.response
call_5f64a1f0b0c95278aed6c8f9,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/883,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_5f64a1f0b0c95278aed6c8f9.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_5f64a1f0b0c95278aed6c8f9.response
call_5f9689ff30161ffe36e9cd5d,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/141,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_5f9689ff30161ffe36e9cd5d.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_5f9689ff30161ffe36e9cd5d.response
call_6020eecdfc9602792a7b0b8d,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/63,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_6020eecdfc9602792a7b0b8d.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_6020eecdfc9602792a7b0b8d.response
call_62d6ec2406d33739e09e01ec,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/967,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_62d6ec2406d33739e09e01ec.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_62d6ec2406d33739e09e01ec.response
call_6301d0942c2f6f3401abe7b3,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,humaneval_plus,HumanEval/93,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_6301d0942c2f6f3401abe7b3.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_6301d0942c2f6f3401abe7b3.response
call_63e08f8db02e4d1d59714595,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/780,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_63e08f8db02e4d1d59714595.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_63e08f8db02e4d1d59714595.response
call_658c190ae112664d378c3719,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/165,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_658c190ae112664d378c3719.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_658c190ae112664d378c3719.response
call_687d585abb908f40dca2b0b0,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/93,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_687d585abb908f40dca2b0b0.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_687d585abb908f40dca2b0b0.response
call_69cccccb8bdc33774d4e7d03,run_c99d3b1d562acc3e80026e48,Devstral-Small-2-24B-Instruct,mbpp_plus,Mbpp/100,direct_generation,malformed_candidate,length,raw/run_c99d3b1d562acc3e80026e48/call_69cccccb8bdc33774d4e7d03.response,d26f6e3ed5e96ef158e48fd8f978edc11af52b5af232d3c475fd07da15f07df7,data/selected_raw_response_evidence/responses/call_69cccccb8bdc33774d4e7d03.response
call_6ba1fcf65c83c8bc72ea8f75,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/242,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_6ba1fcf65c83c8bc72ea8f75.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_6ba1fcf65c83c8bc72ea8f75.response
call_6c6e40d81d2cd8d43fff8827,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/280,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_6c6e40d81d2cd8d43fff8827.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_6c6e40d81d2cd8d43fff8827.response
call_6f7d0d3310e5e3e63e2629f5,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,humaneval_plus,HumanEval/149,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_6f7d0d3310e5e3e63e2629f5.response,da68d117b1d2effab671a887041a2516343103d9f06679b536bbc849df3c30b2,data/selected_raw_response_evidence/responses/call_6f7d0d3310e5e3e63e2629f5.response
call_7233a71440ddb484c40db37c,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/982,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7233a71440ddb484c40db37c.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7233a71440ddb484c40db37c.response
call_742dc15f8f7f911018b10482,run_c99d3b1d562acc3e80026e48,Devstral-Small-2-24B-Instruct,humaneval_plus,HumanEval/130,direct_revision,malformed_candidate,length,raw/run_c99d3b1d562acc3e80026e48/call_742dc15f8f7f911018b10482.response,94f9f15a90cc85558100e2a65486340b8a4da3890010690b656ece7f420d8363,data/selected_raw_response_evidence/responses/call_742dc15f8f7f911018b10482.response
call_74a3c02425e0886e7e644dea,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/977,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_74a3c02425e0886e7e644dea.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_74a3c02425e0886e7e644dea.response
call_76fcf615e3139aae589f203e,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/120,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_76fcf615e3139aae589f203e.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_76fcf615e3139aae589f203e.response
call_7800679845e4fd644abf2490,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/111,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7800679845e4fd644abf2490.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7800679845e4fd644abf2490.response
call_787cb0627f54e34befa83c26,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/522,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_787cb0627f54e34befa83c26.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_787cb0627f54e34befa83c26.response
call_7acba6c8f5721740320c3a31,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/1023,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7acba6c8f5721740320c3a31.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7acba6c8f5721740320c3a31.response
call_7b5f3cc9363b3925d50fb9c4,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/739,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7b5f3cc9363b3925d50fb9c4.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7b5f3cc9363b3925d50fb9c4.response
call_7b7cf620a03dab5de5fc29a7,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/157,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7b7cf620a03dab5de5fc29a7.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7b7cf620a03dab5de5fc29a7.response
call_7d0ae1d413cc51c7313aa002,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/601,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7d0ae1d413cc51c7313aa002.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7d0ae1d413cc51c7313aa002.response
call_7e8f87096bf95b928ae1aece,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/631,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_7e8f87096bf95b928ae1aece.response,593b0440497b2773e4a4577ab3502d465229c3119e07203a2b97d4c35765f053,data/selected_raw_response_evidence/responses/call_7e8f87096bf95b928ae1aece.response
call_7f355f06b9a4463b220241a3,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/40,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_7f355f06b9a4463b220241a3.response,0fefabe65ae30bc747522aff51932a93e62721ada6a56cc7e0aa6e6c511f7e79,data/selected_raw_response_evidence/responses/call_7f355f06b9a4463b220241a3.response
call_7f74ce14fa093edb5ddb0bfb,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/248,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7f74ce14fa093edb5ddb0bfb.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7f74ce14fa093edb5ddb0bfb.response
call_7f78e7b1b53ed8edd672cf79,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/595,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_7f78e7b1b53ed8edd672cf79.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_7f78e7b1b53ed8edd672cf79.response
call_802a0c1118bfd150cc43b84f,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,mbpp_plus,Mbpp/440,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_802a0c1118bfd150cc43b84f.response,30bcbaeacc58c7de37c9bb77eaa508bed064780a79099b9f17ea7d97fc068e92,data/selected_raw_response_evidence/responses/call_802a0c1118bfd150cc43b84f.response
call_85b1a9ffdf2512a77ecc73e6,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/551,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_85b1a9ffdf2512a77ecc73e6.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_85b1a9ffdf2512a77ecc73e6.response
call_863ce74f5e92c1cafd56b69f,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/661,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_863ce74f5e92c1cafd56b69f.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_863ce74f5e92c1cafd56b69f.response
call_86550980bff1da77dce3b9a5,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/1045,direct_generation,malformed_candidate,length,raw/run_c99d3b1d562acc3e80026e48/call_86550980bff1da77dce3b9a5.response,144d4d3465e7d86e05a26affad118c3327cf15eca0a432728fcd6c04cefb81c6,data/selected_raw_response_evidence/responses/call_86550980bff1da77dce3b9a5.response
call_88ffb00b80727381b6e68395,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/560,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_88ffb00b80727381b6e68395.response,bd66242565edc2dd5ca26b42358319e367a086f2c4c1c566e2cca660b6efe29c,data/selected_raw_response_evidence/responses/call_88ffb00b80727381b6e68395.response
call_896c01e51fef8a7333df55f6,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/780,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_896c01e51fef8a7333df55f6.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_896c01e51fef8a7333df55f6.response
call_89952acd759e299a6f962273,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/112,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_89952acd759e299a6f962273.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_89952acd759e299a6f962273.response
call_8b99ea89b0e8a082d767208c,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/463,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_8b99ea89b0e8a082d767208c.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_8b99ea89b0e8a082d767208c.response
call_8cecc0d0910c39225df2e5a9,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/835,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_8cecc0d0910c39225df2e5a9.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_8cecc0d0910c39225df2e5a9.response
call_8ed9f62149233f5b8bda1ef4,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/200,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_8ed9f62149233f5b8bda1ef4.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_8ed9f62149233f5b8bda1ef4.response
call_8ef34f23aa6edae766de9cc4,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,humaneval_plus,HumanEval/109,direct_generation,malformed_candidate,length,raw/run_c99d3b1d562acc3e80026e48/call_8ef34f23aa6edae766de9cc4.response,7ba713487fcd7228528f676edba31f413c66a5016a97b3c764ed907dd202c342,data/selected_raw_response_evidence/responses/call_8ef34f23aa6edae766de9cc4.response
call_9017dcaeefb0e2b37da3abe1,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/397,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_9017dcaeefb0e2b37da3abe1.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_9017dcaeefb0e2b37da3abe1.response
call_9068775017cc286739b46828,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/367,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_9068775017cc286739b46828.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_9068775017cc286739b46828.response
call_91645b1e7784414e6951ff43,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/474,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_91645b1e7784414e6951ff43.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_91645b1e7784414e6951ff43.response
call_91e119c68ba9804c4d427b06,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/451,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_91e119c68ba9804c4d427b06.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_91e119c68ba9804c4d427b06.response
call_92626ba6869c6b03877f9ad0,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/58,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_92626ba6869c6b03877f9ad0.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_92626ba6869c6b03877f9ad0.response
call_97069414465404190bd50511,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/537,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_97069414465404190bd50511.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_97069414465404190bd50511.response
call_990dd88748b4cac2ba24fb9c,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/436,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_990dd88748b4cac2ba24fb9c.response,18336bb89e68ac10f3e012c8adfd77737ec143b957e10bef99a1029ae17c479c,data/selected_raw_response_evidence/responses/call_990dd88748b4cac2ba24fb9c.response
call_9be80fd71e99a0b495d22422,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/1069,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_9be80fd71e99a0b495d22422.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_9be80fd71e99a0b495d22422.response
call_9d893565e86095443f8093bd,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/457,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_9d893565e86095443f8093bd.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_9d893565e86095443f8093bd.response
call_9e9ce814cd19fc82b003f15a,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,mbpp_plus,Mbpp/123,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_9e9ce814cd19fc82b003f15a.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_9e9ce814cd19fc82b003f15a.response
call_a158ef5ace938f987765aeaa,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/103,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_a158ef5ace938f987765aeaa.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_a158ef5ace938f987765aeaa.response
call_a1681db8a2e8a145019d9e1b,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/43,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_a1681db8a2e8a145019d9e1b.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_a1681db8a2e8a145019d9e1b.response
call_a2b1fa98bd03a14c5393ae97,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/476,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_a2b1fa98bd03a14c5393ae97.response,c16e4c1950c4e393462aeed79aeca93c4e4a84ebb1e7dc08a49f576b1e2a2e63,data/selected_raw_response_evidence/responses/call_a2b1fa98bd03a14c5393ae97.response
call_a3072630d49efd2c8a7f9e6f,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/846,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_a3072630d49efd2c8a7f9e6f.response,dbfb5e71c15bfd5a0cd111396fde3efc2225fa2d9fcf27ffae188310e1baeb96,data/selected_raw_response_evidence/responses/call_a3072630d49efd2c8a7f9e6f.response
call_a3b9b424058181bbf8bce99b,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,humaneval_plus,HumanEval/50,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_a3b9b424058181bbf8bce99b.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_a3b9b424058181bbf8bce99b.response
call_a47d832d04fbf0c9911ec35b,run_c99d3b1d562acc3e80026e48,DeepSeek-Coder-V2-Lite-Instruct,bigcodebench_instruct,BigCodeBench/1031,refinement_need_decision,non_exact_decision_response,stop,raw/run_c99d3b1d562acc3e80026e48/call_a47d832d04fbf0c9911ec35b.response,5c38e98e2d4b7aa90d406e77b56591c272a4fa068d50af176ea5a1b99b1ed870,data/selected_raw_response_evidence/responses/call_a47d832d04fbf0c9911ec35b.response
call_a4b0e1f77f6e47c74bd2be4a,run_c99d3b1d562acc3e80026e48,Qwen3-Coder-30B-A3B-Instruct-FP8,bigcodebench_instruct,BigCodeBench/198,refinement_need_decision,non_exact_decision_response,length,raw/run_c99d3b1d562acc3e80026e48/call_a4b0e1f77f6e47c74bd2be4a.response,bf6ebda7c604f5c6d134b2b032e7c1b5a16bf8559fae5868a236e997c3f29bb7,data/selected_raw_response_evidence/responses/call_a4b0e1f77f6e47c74bd2be4a.response
